City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Rudbar,AF,2022-09-26 03:34:05,30.15,62.6,77.77,17,1,8.46
293,Chuy,UY,2022-09-26 03:34:06,-33.6971,-53.4616,58.08,91,100,13.29
294,Roald,NO,2022-09-26 03:34:06,62.5833,6.1333,52.32,87,100,8.05
295,Cockburn Town,TC,2022-09-26 03:34:06,21.4612,-71.1419,82.51,80,10,19.26
296,Yumen,CN,2022-09-26 03:34:07,40.2833,97.2,74.23,9,99,8.28
297,Marawi,PH,2022-09-26 03:34:07,7.9986,124.2928,81.99,56,76,8.93
298,Villeneuve-Sur-Lot,FR,2022-09-26 03:34:07,44.5,0.6667,45.72,93,1,3.76
299,Jalu,LY,2022-09-26 03:34:08,29.0331,21.5482,71.83,69,0,6.46
300,Jaen,ES,2022-09-26 03:34:08,38.0,-3.5,57.25,77,0,3.18
301,Mapiripan,CO,2022-09-26 03:34:09,2.8892,-72.1256,75.27,80,70,2.06
302,Castro,BR,2022-09-26 03:34:09,-24.7911,-50.0119,49.82,93,99,6.82
303,Khorixas,NA,2022-09-26 03:34:09,-20.3667,14.9667,55.08,42,53,1.88
304,Varfurile,RO,2022-09-26 03:34:10,46.3167,22.5167,55.35,86,100,3.56
305,Coihaique,CL,2022-09-26 03:32:47,-45.5752,-72.0662,43.41,87,100,6.91
306,Wanning,CN,2022-09-26 03:34:10,18.8003,110.3967,83.39,74,100,11.65
307,Saint George,US,2022-09-26 03:31:43,37.1041,-113.5841,81.95,18,0,3.0
308,Bilibino,RU,2022-09-26 03:34:11,68.0546,166.4372,33.1,48,58,7.16
309,Darhan,MN,2022-09-26 03:34:11,49.4867,105.9228,57.18,43,100,10.27
310,Kefamenanu,ID,2022-09-26 03:34:11,-9.4467,124.4781,94.6,25,73,8.08
311,Longyearbyen,SJ,2022-09-26 03:34:12,78.2186,15.6401,44.44,76,40,13.8
312,Komsomolskiy,UZ,2022-09-26 03:35:12,40.4272,71.7189,75.92,20,0,6.91
313,Fare,PF,2022-09-26 03:35:13,-16.7,-151.0167,78.31,76,12,20.83
314,Portland,US,2022-09-26 03:30:44,45.5234,-122.6762,79.79,53,20,3.44
315,Tineo,ES,2022-09-26 03:35:13,43.3376,-6.4145,48.63,90,37,3.02
316,Mugur-Aksy,RU,2022-09-26 03:35:13,50.35,90.5,55.4,33,100,11.43
317,Sogamoso,CO,2022-09-26 03:35:14,5.7143,-72.9339,49.96,90,100,1.74
318,Mayachnyy,RU,2022-09-26 03:35:14,52.6839,55.685,47.26,87,97,8.88
319,Baniachang,BD,2022-09-26 03:35:15,24.5167,91.3667,83.61,78,95,3.8
320,Narsaq,GL,2022-09-26 03:35:15,60.9167,-46.05,52.02,99,100,3.38
321,Trzebnica,PL,2022-09-26 03:35:15,51.3108,17.0633,55.27,97,71,4.59
322,Nova Odesa,UA,2022-09-26 03:35:16,47.3078,31.7851,56.64,91,99,7.31
323,Araouane,ML,2022-09-26 03:35:16,18.9048,-3.5265,92.14,26,6,8.12
324,Rasra,IN,2022-09-26 03:35:16,25.85,83.85,86.74,63,88,1.88
325,Bridgetown,BB,2022-09-26 03:35:17,13.1,-59.6167,82.89,83,40,17.27
326,Sao Miguel Do Araguaia,BR,2022-09-26 03:35:17,-13.275,-50.1628,74.19,72,98,3.49
327,Chicama,PE,2022-09-26 03:35:17,-7.8447,-79.1469,57.74,83,96,6.4
328,Payo,ID,2022-09-26 03:35:18,-3.7508,103.6372,89.64,54,71,2.84
329,Tadine,NC,2022-09-26 03:35:18,-21.55,167.8833,78.35,72,27,5.95
330,Vostok,RU,2022-09-26 03:35:18,46.4856,135.8833,63.16,59,18,11.1
331,Ustka,PL,2022-09-26 03:35:19,54.5805,16.8619,49.64,88,25,13.22
332,Iglesias,IT,2022-09-26 03:35:19,39.3114,8.535,65.93,90,100,3.29
333,Kutum,SD,2022-09-26 03:35:19,14.2,24.6667,73.35,63,45,8.9
334,Kloulklubed,PW,2022-09-26 03:35:20,7.0419,134.2556,84.7,72,100,10.11
335,Gemena,CD,2022-09-26 03:35:20,3.25,19.7667,69.3,98,100,1.07
336,Marbella,ES,2022-09-26 03:35:20,36.5154,-4.8858,68.25,100,51,9.55
337,Kavaratti,IN,2022-09-26 03:35:21,10.5669,72.642,81.99,73,20,14.18
338,Neiafu,TO,2022-09-26 03:35:21,-18.65,-173.9833,77.68,88,75,6.91
339,Arkhangelsk,RU,2022-09-26 03:35:22,64.5401,40.5433,42.91,86,100,6.71
340,Port Hueneme,US,2022-09-26 03:33:34,34.1478,-119.1951,81.79,87,0,9.22
341,Mago,RU,2022-09-26 03:35:22,53.2514,140.1822,58.14,69,100,8.52
342,Wamba,NG,2022-09-26 03:35:22,8.9333,8.6,70.92,98,100,1.52
343,Ismailia,EG,2022-09-26 03:35:23,30.6043,32.2723,72.91,72,0,9.44
344,Saint-Francois,FR,2022-09-26 03:35:23,46.4154,3.9054,46.67,100,100,2.3
345,Sharjah,AE,2022-09-26 03:35:23,25.3573,55.4033,87.78,94,0,4.61
346,Port Moresby,PG,2022-09-26 03:35:24,-9.4431,147.1797,89.02,70,40,17.27
347,Gravdal,NO,2022-09-26 03:35:24,68.1214,13.5031,58.89,51,0,20.71
348,Kropotkin,RU,2022-09-26 03:35:24,45.4375,40.5756,51.71,82,56,6.53
349,Westport,US,2022-09-26 03:35:25,41.1415,-73.3579,64.45,89,100,10.36
350,Penzance,GB,2022-09-26 03:35:25,50.1186,-5.5371,57.88,91,100,28.16
351,Porto Novo,BJ,2022-09-26 03:35:25,6.4965,2.6036,78.62,89,100,7.11
352,Zyryanka,RU,2022-09-26 03:35:26,65.75,150.85,43.0,47,17,6.29
353,Srednekolymsk,RU,2022-09-26 03:35:26,67.45,153.6833,39.92,51,65,9.86
354,Yar-Sale,RU,2022-09-26 03:35:27,66.8333,70.8333,31.51,76,16,14.72
355,Benguela,AO,2022-09-26 03:35:27,-12.5763,13.4055,68.76,88,82,2.37
356,Aborlan,PH,2022-09-26 03:35:27,9.4352,118.5492,82.47,74,99,7.87
357,Nsanje,MW,2022-09-26 03:35:28,-16.92,35.262,75.96,70,77,2.98
358,Carnarvon,AU,2022-09-26 03:36:28,-24.8667,113.6333,75.15,37,0,16.58
359,Garissa,KE,2022-09-26 03:36:28,-0.4536,39.6401,75.69,77,77,17.31
360,Nichinan,JP,2022-09-26 03:36:29,31.6,131.3667,78.48,68,36,5.32
361,Lavrentiya,RU,2022-09-26 03:36:30,65.5833,-171.0,37.45,98,100,11.1
362,Palana,RU,2022-09-26 03:36:30,59.1167,159.9667,44.56,57,100,15.73
363,Tautira,PF,2022-09-26 03:36:30,-17.7333,-149.15,76.86,80,38,19.55
364,Naze,JP,2022-09-26 03:36:31,28.3667,129.4833,83.32,74,13,9.01
365,Jonesboro,US,2022-09-26 03:34:45,35.8423,-90.7043,71.37,40,0,6.91
366,Walvis Bay,NA,2022-09-26 03:35:06,-22.9575,14.5053,52.75,93,0,3.44
367,Alofi,NU,2022-09-26 03:36:31,-19.0595,-169.9187,76.89,88,100,4.61
368,Huilong,CN,2022-09-26 03:36:31,31.8111,121.655,70.34,79,100,11.45
369,Bumba,CD,2022-09-26 03:36:32,2.1833,22.4667,69.01,98,100,1.41
370,Fairbanks,US,2022-09-26 03:35:15,64.8378,-147.7164,51.76,55,0,3.44
371,Hof,DE,2022-09-26 03:36:32,50.3167,11.9167,49.75,91,75,6.91
372,Henties Bay,NA,2022-09-26 03:36:33,-22.116,14.2845,54.18,83,48,6.8
373,Vao,NC,2022-09-26 03:36:33,-22.6667,167.4833,74.62,77,0,10.07
374,Qinhuangdao,CN,2022-09-26 03:36:33,39.9317,119.5883,73.54,44,0,6.53
375,Kuytun,RU,2022-09-26 03:36:34,54.3419,101.5036,37.76,94,100,10.98
376,Lima,PE,2022-09-26 03:36:34,-12.0432,-77.0282,58.89,83,100,10.36
377,Dudinka,RU,2022-09-26 03:36:34,69.4058,86.1778,25.63,72,39,18.45
378,Udankudi,IN,2022-09-26 03:36:35,8.4333,78.0167,86.18,60,89,5.73
379,Williams Lake,CA,2022-09-26 03:35:37,52.1415,-122.1445,67.57,62,20,3.44
380,Severo-Yeniseyskiy,RU,2022-09-26 03:36:35,60.3725,93.0408,28.98,82,100,4.61
381,Krasnoselkup,RU,2022-09-26 03:36:35,65.7,82.4667,28.18,67,100,14.92
382,Kandrian,PG,2022-09-26 03:36:36,-6.2167,149.55,85.23,67,68,7.23
383,Suffolk,US,2022-09-26 03:36:36,40.8668,-72.7996,68.86,87,100,8.05
384,Banda Aceh,ID,2022-09-26 03:36:37,5.5577,95.3222,85.35,63,100,9.71
385,Burnie,AU,2022-09-26 03:36:37,-41.0667,145.9167,53.94,71,99,3.89
386,Bowen,AU,2022-09-26 03:36:38,-20.0167,148.2333,78.69,59,3,13.67
387,Jacmel,HT,2022-09-26 03:36:38,18.2342,-72.5347,82.24,83,100,3.4
388,Rawson,AR,2022-09-26 03:36:38,-43.3002,-65.1023,54.5,68,32,17.63
389,North Bend,US,2022-09-26 03:36:31,43.4065,-124.2243,60.93,97,100,6.91
390,Mubi,NG,2022-09-26 03:36:39,10.2676,13.2644,72.59,79,39,5.28
391,Dingle,PH,2022-09-26 03:36:39,10.9995,122.6711,78.4,92,98,13.8
392,Rodez,FR,2022-09-26 03:36:39,44.5,2.5833,50.31,100,100,4.61
393,Kalemie,CD,2022-09-26 03:36:40,-5.9475,29.1947,72.57,56,56,2.75
394,Solnechnyy,RU,2022-09-26 03:36:40,50.7214,136.6319,61.3,62,79,10.54
395,Rong Kwang,TH,2022-09-26 03:36:40,18.339,100.3174,81.45,76,50,3.29
396,Sri Aman,MY,2022-09-26 03:36:41,1.2376,111.4621,84.25,79,20,5.01
397,Okhotsk,RU,2022-09-26 03:36:41,59.3833,143.3,48.16,48,13,4.7
398,Porto Walter,BR,2022-09-26 03:36:41,-8.2686,-72.7439,77.79,65,72,1.88
399,Faya,SA,2022-09-26 03:36:42,18.3851,42.4509,62.71,28,0,7.54
400,Itupiranga,BR,2022-09-26 03:34:58,-5.1347,-49.3267,75.52,91,17,3.13
401,Alice Springs,AU,2022-09-26 03:33:46,-23.7,133.8833,78.22,26,40,9.22
402,Port-Gentil,GA,2022-09-26 03:36:43,-0.7193,8.7815,76.59,85,100,15.82
403,Praia,CV,2022-09-26 03:36:43,14.9215,-23.5087,75.74,83,20,5.75
404,Saint-Junien,FR,2022-09-26 03:36:43,45.8833,0.9,50.85,98,56,0.29
405,Manadhoo,MV,2022-09-26 03:36:44,5.7667,73.3833,82.42,73,85,10.0
406,Witu,KE,2022-09-26 03:36:44,-2.3889,40.4382,77.16,86,40,11.1
407,Havre-Saint-Pierre,CA,2022-09-26 03:37:44,50.2334,-63.5986,44.6,93,0,4.61
408,Fortuna,US,2022-09-26 03:37:45,40.5982,-124.1573,58.35,85,2,3.6
409,Hay River,CA,2022-09-26 03:37:45,60.8156,-115.7999,46.38,76,75,1.14
410,Esperance,AU,2022-09-26 03:37:45,-33.8667,121.9,61.02,65,94,7.72
411,Qaqortoq,GL,2022-09-26 03:37:46,60.7167,-46.0333,45.55,98,100,2.21
412,Kolpashevo,RU,2022-09-26 03:37:46,58.3131,82.9089,34.68,67,100,8.72
413,Gisborne,NZ,2022-09-26 03:37:46,-38.6533,178.0042,56.39,61,99,8.52
414,Guacamaya,HN,2022-09-26 03:37:47,15.0167,-88.15,66.81,99,91,0.6
415,Igarka,RU,2022-09-26 03:37:47,67.4667,86.5833,33.44,65,29,12.75
416,Zhuhai,CN,2022-09-26 03:35:29,22.2769,113.5678,93.85,74,20,6.91
417,Saint-Pierre,RE,2022-09-26 03:37:48,-21.3393,55.4781,69.48,60,0,6.91
418,Saskylakh,RU,2022-09-26 03:37:48,71.9167,114.0833,33.98,72,100,16.93
419,Daru,PG,2022-09-26 03:37:48,-9.0763,143.2092,83.34,78,100,13.89
420,Santa Maria,BR,2022-09-26 03:34:23,-29.6842,-53.8069,58.3,94,75,2.3
421,Shelburne,CA,2022-09-26 03:33:12,44.0787,-80.2041,52.75,98,66,10.22
422,Leningradskiy,RU,2022-09-26 03:37:49,69.3833,178.4167,33.49,93,100,7.38
423,Barra Patuca,HN,2022-09-26 03:37:49,15.8,-84.2833,78.39,85,75,8.37
424,Waipawa,NZ,2022-09-26 03:37:50,-41.4122,175.5153,54.84,66,100,11.68
425,Marzuq,YE,2022-09-26 03:37:50,14.4,46.4667,79.02,35,28,2.37
426,Port Shepstone,ZA,2022-09-26 03:37:50,-30.7414,30.455,69.04,83,50,13.24
427,Luang Prabang,LA,2022-09-26 03:37:51,19.8856,102.1347,84.16,61,20,4.61
428,Black Forest,US,2022-09-26 03:37:51,39.0131,-104.7008,56.84,51,0,8.05
429,Kahului,US,2022-09-26 03:33:12,20.8947,-156.47,89.62,62,40,11.01
430,Ferzikovo,RU,2022-09-26 03:37:52,54.5191,36.7567,42.44,96,100,7.36
431,Lebowakgomo,ZA,2022-09-26 03:37:52,-24.2,29.5,57.65,32,0,4.61
432,Pervomayskoye,RU,2022-09-26 03:37:52,43.919,46.7102,60.01,51,34,1.34
433,Whitehorse,CA,2022-09-26 03:33:02,60.7161,-135.0538,50.77,62,100,10.36
434,Carbonia,IT,2022-09-26 03:37:53,39.1672,8.5222,67.15,86,100,4.94
435,Flagstaff,US,2022-09-26 03:37:54,35.1981,-111.6513,65.86,44,0,3.44
436,Verdun,FR,2022-09-26 03:37:54,49.25,5.3333,46.42,94,90,6.2
437,Dabhol,IN,2022-09-26 03:37:55,17.6,73.1667,79.12,78,74,1.23
438,Dwarka,IN,2022-09-26 03:37:55,22.2394,68.9678,81.57,66,67,6.93
439,Pafos,CY,2022-09-26 03:37:55,34.7667,32.4167,65.98,59,0,8.05
440,Bethel,US,2022-09-26 03:37:56,41.3712,-73.414,63.19,86,68,1.01
441,Changqing,CN,2022-09-26 03:37:56,36.5575,116.7272,81.18,28,0,7.58
442,Nyurba,RU,2022-09-26 03:37:56,63.2842,118.3319,34.68,70,83,7.36
443,Quatre Cocos,MU,2022-09-26 03:37:57,-20.2078,57.7625,73.09,78,33,18.75
444,Mitsamiouli,KM,2022-09-26 03:37:57,-11.3847,43.2844,77.29,73,40,8.05
445,Odweyne,SO,2022-09-26 03:37:58,9.4092,45.064,72.63,60,11,13.53
446,Cap Malheureux,MU,2022-09-26 03:37:58,-19.9842,57.6142,73.47,71,12,8.01
447,Amahai,ID,2022-09-26 03:37:59,-3.3333,128.9167,81.84,73,99,5.37
448,Kalinovskaya,RU,2022-09-26 03:37:59,43.5758,45.5192,45.68,55,10,1.48
449,Peterhead,GB,2022-09-26 03:37:59,57.5058,-1.7981,48.6,73,83,32.73
450,Juba,SS,2022-09-26 03:37:59,4.8517,31.5825,68.58,93,7,2.82
451,Gresham,US,2022-09-26 03:37:03,45.4982,-122.4315,78.44,54,20,3.44
452,Prainha,BR,2022-09-26 03:38:00,-1.8,-53.48,79.63,63,7,5.97
453,Macamic,CA,2022-09-26 03:39:00,48.7502,-78.9996,48.83,80,100,3.11
454,Sakaiminato,JP,2022-09-26 03:39:01,35.55,133.2333,78.78,61,75,6.91
455,Nata,PA,2022-09-26 03:39:01,8.3333,-80.5167,75.47,93,100,6.87
456,Talas,TR,2022-09-26 03:39:01,38.6908,35.5538,39.87,87,0,3.44
457,Kamaishi,JP,2022-09-26 03:39:02,39.2667,141.8833,72.73,64,97,3.33
458,Bastia,FR,2022-09-26 03:39:02,42.6667,9.3333,67.3,75,75,5.75
459,Mukhen,RU,2022-09-26 03:39:02,48.1,136.1,62.56,70,73,10.71
460,Ucluelet,CA,2022-09-26 03:39:02,48.9329,-125.5528,58.08,88,76,5.14
461,Skjervoy,NO,2022-09-26 03:39:03,70.0311,20.9714,48.2,76,0,22.53
462,Kamennogorsk,RU,2022-09-26 03:39:03,60.9545,29.1339,45.28,98,99,3.13
463,Tazovskiy,RU,2022-09-26 03:39:04,67.4667,78.7,30.11,70,47,19.3
464,Beringovskiy,RU,2022-09-26 03:39:04,63.05,179.3167,38.68,55,4,14.76
465,Shimoda,JP,2022-09-26 03:39:04,34.6667,138.95,78.1,77,44,5.82
466,Padang,ID,2022-09-26 03:39:05,-0.9492,100.3543,86.05,67,98,4.14
467,Nkayi,CG,2022-09-26 03:39:05,-4.1841,13.2884,75.0,76,80,4.03
468,Deputatskiy,RU,2022-09-26 03:39:05,69.3,139.9,23.7,91,100,5.08
469,Beyneu,KZ,2022-09-26 03:39:06,45.3167,55.2,59.92,51,0,12.93
470,Pemangkat,ID,2022-09-26 03:39:06,1.1667,108.9667,79.93,81,100,4.68
471,Sabha,LY,2022-09-26 03:39:07,27.0377,14.4283,77.18,33,1,11.34
472,Gunjur,GM,2022-09-26 03:39:07,13.2019,-16.7339,78.98,80,100,5.26
473,Auki,SB,2022-09-26 03:39:07,-8.7676,160.7034,82.67,74,98,1.9
474,Port-Cartier,CA,2022-09-26 03:39:08,50.0334,-66.8654,42.48,72,97,3.83
475,Sioux Lookout,CA,2022-09-26 03:39:08,50.1001,-91.917,50.07,81,75,11.5
476,Linqiong,CN,2022-09-26 03:39:08,30.4159,103.4609,69.62,92,100,0.43
477,Oranjemund,NA,2022-09-26 03:39:09,-28.55,16.4333,52.02,84,2,7.54
478,Lumphat,KH,2022-09-26 03:39:09,13.4878,106.9816,74.35,97,100,1.19
479,Nuuk,GL,2022-09-26 03:39:09,64.1835,-51.7216,45.21,93,75,4.61
480,Altay,CN,2022-09-26 03:39:10,47.8667,88.1167,69.89,25,14,6.15
481,Dawei,MM,2022-09-26 03:39:10,14.0833,98.2,79.93,86,100,1.79
482,Pimenta Bueno,BR,2022-09-26 03:39:10,-11.6725,-61.1936,78.87,55,0,2.73
483,Sivas,TR,2022-09-26 03:39:11,39.7916,37.0019,41.63,81,0,5.75
484,Mizdah,LY,2022-09-26 03:39:11,31.4451,12.9801,67.33,53,10,5.1
485,Doctor Arroyo,MX,2022-09-26 03:39:12,23.6667,-100.1833,65.43,70,77,3.78
486,Comodoro Rivadavia,AR,2022-09-26 03:38:15,-45.8667,-67.5,51.66,43,0,10.36
487,Taos,US,2022-09-26 03:39:12,36.4072,-105.5731,58.21,67,0,5.75
488,Rio Gallegos,AR,2022-09-26 03:39:13,-51.6226,-69.2181,48.25,43,40,19.57
489,Chizhou,CN,2022-09-26 03:39:13,30.6578,117.4831,71.2,70,100,6.33
490,Gat,IL,2022-09-26 03:39:13,31.61,34.7642,77.4,52,0,3.78
491,Parabel,RU,2022-09-26 03:39:14,58.6978,81.4825,33.8,72,99,9.1
492,Sinnamary,GF,2022-09-26 03:39:14,5.3833,-52.95,78.33,85,0,11.14
493,Lagoa,PT,2022-09-26 03:39:14,39.05,-27.9833,69.84,65,100,20.07
494,Ketchikan,US,2022-09-26 03:39:15,55.3422,-131.6461,57.67,94,100,11.5
495,Tessalit,ML,2022-09-26 03:39:15,20.1986,1.0114,88.02,22,60,7.45
496,Samana,DO,2022-09-26 03:39:15,19.2056,-69.3369,77.72,88,41,6.17
497,Marica,BR,2022-09-26 03:39:16,-22.9194,-42.8186,69.71,86,5,11.03
498,Muscatine,US,2022-09-26 03:39:16,41.4667,-91.1335,60.64,41,0,10.36
499,Tikhvin,RU,2022-09-26 03:40:16,59.6451,33.5294,43.21,92,100,0.63
500,Dzhebariki-Khaya,RU,2022-09-26 03:40:17,62.2167,135.8,39.83,95,100,2.66
501,Lodingen,NO,2022-09-26 03:40:17,68.414,15.9951,55.35,79,22,8.28
502,Mastic Beach,US,2022-09-26 03:40:17,40.7668,-72.8521,69.94,85,100,8.05
503,Barcelos,PT,2022-09-26 03:40:18,41.5388,-8.6151,59.68,70,0,5.32
504,Eyl,SO,2022-09-26 03:40:18,7.9803,49.8164,78.31,76,31,19.37
505,Riyadh,SA,2022-09-26 03:36:36,24.6877,46.7219,78.94,32,3,15.86
506,Sarahan,IN,2022-09-26 03:40:19,31.5167,77.8,64.26,68,32,4.09
507,Lata,PT,2022-09-26 03:40:19,40.1629,-8.3327,57.92,53,0,7.29
508,Nemuro,JP,2022-09-26 03:40:19,43.3236,145.575,64.51,79,100,2.93
509,Nishihara,JP,2022-09-26 03:40:20,26.1842,127.7558,89.26,72,75,11.5
510,Talara,PE,2022-09-26 03:40:20,-4.5772,-81.2719,63.5,81,49,15.84
511,Bilma,NE,2022-09-26 03:40:21,18.6853,12.9164,85.87,19,10,10.4
512,Menongue,AO,2022-09-26 03:40:21,-14.6585,17.691,66.15,69,51,5.66
513,Ballina,AU,2022-09-26 03:40:21,-28.8667,153.5667,76.01,70,100,8.25
514,Pascagoula,US,2022-09-26 03:40:22,30.3658,-88.5561,78.85,95,0,0.0
515,Tezu,IN,2022-09-26 03:40:22,27.9167,96.1667,79.27,75,94,1.86
516,Shanhetun,CN,2022-09-26 03:40:22,44.7,127.2,64.56,41,0,4.99
517,Aksarka,RU,2022-09-26 03:40:23,66.5606,67.7975,31.03,74,26,11.18
518,Indi,IN,2022-09-26 03:40:23,17.1667,75.9667,80.47,67,76,12.59
519,Dumai,ID,2022-09-26 03:40:24,1.6833,101.45,86.38,64,96,3.78
520,Hambantota,LK,2022-09-26 03:40:24,6.1241,81.1185,86.34,70,100,4.61
521,Pashiya,RU,2022-09-26 03:40:24,58.4324,58.2562,32.83,81,100,16.26
522,Alghero,IT,2022-09-26 03:40:25,40.5589,8.3181,68.63,78,100,6.04
523,Cowra,AU,2022-09-26 03:40:25,-33.8333,148.6833,61.79,64,100,1.86
524,Altamira,BR,2022-09-26 03:40:25,-3.2033,-52.2064,72.5,88,17,3.71
525,Nikel,RU,2022-09-26 03:40:26,69.4128,30.222,32.18,88,100,4.68
526,Iguai,BR,2022-09-26 03:40:26,-14.7564,-40.0892,67.39,97,100,2.89
527,Santa Fe,AR,2022-09-26 03:40:26,-31.6333,-60.7,61.02,61,69,4.0
528,Taoudenni,ML,2022-09-26 03:40:27,22.6783,-3.9836,92.46,24,100,4.52
529,Joshimath,IN,2022-09-26 03:40:27,30.5667,79.5667,70.79,64,2,4.09
530,Putineiu,RO,2022-09-26 03:40:27,43.9,25.7333,59.14,47,98,2.53
531,Margate,GB,2022-09-26 03:40:28,51.3813,1.3862,54.3,77,100,1.01
532,Murom,RU,2022-09-26 03:40:28,55.5656,42.0417,45.43,89,100,6.67
533,Tukums,LV,2022-09-26 03:40:28,56.9669,23.1553,43.95,94,54,5.14
534,Biak,ID,2022-09-26 03:40:29,-0.9131,122.8766,84.4,56,26,8.97
535,Stabat,ID,2022-09-26 03:40:29,3.761,98.4513,86.2,58,96,2.37
536,Tiarei,PF,2022-09-26 03:40:30,-17.5333,-149.3333,82.42,79,16,20.76
537,Helsinki,FI,2022-09-26 03:38:19,60.1695,24.9355,46.76,89,75,5.75
538,Tarrega,ES,2022-09-26 03:40:30,41.647,1.1396,51.98,81,13,1.48
539,Matara,LK,2022-09-26 03:40:30,5.9485,80.5353,81.3,79,99,11.1
540,Vryburg,ZA,2022-09-26 03:40:31,-26.9566,24.7284,60.33,36,77,8.1
541,Cascioarele,RO,2022-09-26 03:40:31,44.1261,26.4697,62.4,43,100,4.54
542,Sokoto,NG,2022-09-26 03:40:32,13.0609,5.239,80.11,64,58,7.38
543,Madison Heights,US,2022-09-26 03:40:32,42.4859,-83.1052,55.81,86,0,4.61
544,Parana,AR,2022-09-26 03:41:00,-31.732,-60.5238,60.57,60,69,3.8
545,Ilo,PE,2022-09-26 03:41:32,-17.6394,-71.3375,58.96,82,12,9.33
546,Half Moon Bay,US,2022-09-26 03:41:33,37.4636,-122.4286,67.91,84,100,16.11
547,Manado,ID,2022-09-26 03:41:33,1.487,124.8455,90.37,55,40,4.61
548,Price,US,2022-09-26 03:41:33,39.5994,-110.8107,66.11,29,0,11.5
549,Carutapera,BR,2022-09-26 03:41:34,-1.195,-46.02,77.77,80,8,8.79
550,Majholi,IN,2022-09-26 03:41:34,23.5,79.9167,78.04,81,54,2.66
551,Thunder Bay,CA,2022-09-26 03:41:34,48.4001,-89.3168,51.78,82,100,10.36
552,Dinguiraye,GN,2022-09-26 03:41:35,11.3,-10.7167,67.91,98,100,1.5
553,Sao Jose Da Coroa Grande,BR,2022-09-26 03:41:35,-8.8978,-35.1478,73.78,82,4,9.04
